GBK	Record_Type_x	Record_Number_x	Full_Name_x	Class	Category	Organism	Taxonomy	Description	Record_Type_y	Record_Number_y	CC	Family	Full_Name_y
sepi_clade_24_contig_10.region002	region	2	sepi_clade_24_contig_10.region002.gbk_region_2	opine-like-metallophore	other	.	Unknown	contig_10, whole genome shotgun sequence	region	2	21	FAM_00003	sepi_clade_24_contig_10.region002.gbk_region_2
sepi_clade_66_contig_35.region001	region	1	sepi_clade_66_contig_35.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_35, whole genome shotgun sequence	region	1	93	FAM_00024	sepi_clade_66_contig_35.region001.gbk_region_1
sepi_clade_68_contig_22.region001	region	1	sepi_clade_68_contig_22.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_22, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_68_contig_22.region001.gbk_region_1
sepi_clade_59_contig_16.region001	region	1	sepi_clade_59_contig_16.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_16, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_59_contig_16.region001.gbk_region_1
sepi_clade_72_contig_9.region001	region	1	sepi_clade_72_contig_9.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_9, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_72_contig_9.region001.gbk_region_1
sepi_clade_3_contig_2.region001	region	1	sepi_clade_3_contig_2.region001.gbk_region_1	T3PKS.terpene	PKS.terpene	.	Unknown	contig_2, whole genome shotgun sequence	region	1	1046	FAM_00013	sepi_clade_3_contig_2.region001.gbk_region_1
shom_clade_502_contig_2.region001	region	1	shom_clade_502_contig_2.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_2, whole genome shotgun sequence	region	1	29	FAM_00041	shom_clade_502_contig_2.region001.gbk_region_1
sepi_clade_14_contig_1.region003	region	3	sepi_clade_14_contig_1.region003.gbk_region_3	T3PKS	PKS	.	Unknown	contig_1, whole genome shotgun sequence	region	3	29	FAM_00040	sepi_clade_14_contig_1.region003.gbk_region_3
saur_clade_306_contig_2.region001	region	1	saur_clade_306_contig_2.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_2, whole genome shotgun sequence	region	1	161	FAM_00032	saur_clade_306_contig_2.region001.gbk_region_1
sepi_clade_15_contig_12.region001	region	1	sepi_clade_15_contig_12.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_12, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_15_contig_12.region001.gbk_region_1
spas_clade_401_contig_115.region001	region	1	spas_clade_401_contig_115.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_115, whole genome shotgun sequence	region	1	1	FAM_00019	spas_clade_401_contig_115.region001.gbk_region_1
sepi_clade_92_contig_47.region001	region	1	sepi_clade_92_contig_47.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_47, whole genome shotgun sequence	region	1	93	FAM_00024	sepi_clade_92_contig_47.region001.gbk_region_1
sepi_clade_21_contig_42.region001	region	1	sepi_clade_21_contig_42.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_42, whole genome shotgun sequence	region	1	93	FAM_00024	sepi_clade_21_contig_42.region001.gbk_region_1
sepi_clade_27_contig_13.region001	region	1	sepi_clade_27_contig_13.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_13, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_27_contig_13.region001.gbk_region_1
sepi_clade_56_contig_10.region002	region	2	sepi_clade_56_contig_10.region002.gbk_region_2	opine-like-metallophore	other	.	Unknown	contig_10, whole genome shotgun sequence	region	2	21	FAM_00003	sepi_clade_56_contig_10.region002.gbk_region_2
sepi_clade_13_contig_36.region001	region	1	sepi_clade_13_contig_36.region001.gbk_region_1	CDPS	NRPS	.	Unknown	contig_36, whole genome shotgun sequence	region	1	438	FAM_00009	sepi_clade_13_contig_36.region001.gbk_region_1
sepi_clade_48_contig_4.region001	region	1	sepi_clade_48_contig_4.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_4, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_48_contig_4.region001.gbk_region_1
slug_clade_602_contig_4.region002	region	2	slug_clade_602_contig_4.region002.gbk_region_2	terpene	terpene	.	Unknown	contig_4, whole genome shotgun sequence	region	2	1095	FAM_00039	slug_clade_602_contig_4.region002.gbk_region_2
sepi_clade_68_contig_16.region001	region	1	sepi_clade_68_contig_16.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_16, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_68_contig_16.region001.gbk_region_1
sepi_clade_73_contig_19.region001	region	1	sepi_clade_73_contig_19.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_19, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_73_contig_19.region001.gbk_region_1
sepi_clade_26_contig_47.region001	region	1	sepi_clade_26_contig_47.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_47, whole genome shotgun sequence	region	1	93	FAM_00024	sepi_clade_26_contig_47.region001.gbk_region_1
sepi_clade_9_contig_13.region001	region	1	sepi_clade_9_contig_13.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_13, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_9_contig_13.region001.gbk_region_1
saur_clade_301_contig_21.region001	region	1	saur_clade_301_contig_21.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_21, whole genome shotgun sequence	region	1	9	FAM_00001	saur_clade_301_contig_21.region001.gbk_region_1
slug_clade_601_contig_4.region001	region	1	slug_clade_601_contig_4.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_4, whole genome shotgun sequence	region	1	726	FAM_00034	slug_clade_601_contig_4.region001.gbk_region_1
sepi_clade_8_contig_7.region002	region	2	sepi_clade_8_contig_7.region002.gbk_region_2	NRPS	NRPS	.	Unknown	contig_7, whole genome shotgun sequence	region	2	17	FAM_00031	sepi_clade_8_contig_7.region002.gbk_region_2
sepi_clade_45_contig_17.region001	region	1	sepi_clade_45_contig_17.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_17, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_45_contig_17.region001.gbk_region_1
sepi_clade_28_contig_11.region002	region	2	sepi_clade_28_contig_11.region002.gbk_region_2	NRPS	NRPS	.	Unknown	contig_11, whole genome shotgun sequence	region	2	17	FAM_00031	sepi_clade_28_contig_11.region002.gbk_region_2
sepi_clade_33_contig_7.region001	region	1	sepi_clade_33_contig_7.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_7, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_33_contig_7.region001.gbk_region_1
sepi_clade_54_contig_9.region001	region	1	sepi_clade_54_contig_9.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_9, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_54_contig_9.region001.gbk_region_1
sepi_clade_61_contig_5.region001	region	1	sepi_clade_61_contig_5.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_5, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_61_contig_5.region001.gbk_region_1
sepi_clade_58_contig_8.region001	region	1	sepi_clade_58_contig_8.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_8, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_58_contig_8.region001.gbk_region_1
shom_clade_507_contig_10.region001	region	1	shom_clade_507_contig_10.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_10, whole genome shotgun sequence	region	1	1	FAM_00022	shom_clade_507_contig_10.region001.gbk_region_1
mlut_clade_701_contig_33.region001	region	1	mlut_clade_701_contig_33.region001.gbk_region_1	NAPAA	NRPS	.	Unknown	contig_33, whole genome shotgun sequence	region	1	1271	FAM_00035	mlut_clade_701_contig_33.region001.gbk_region_1
sepi_clade_40_contig_2.region001	region	1	sepi_clade_40_contig_2.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_2, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_40_contig_2.region001.gbk_region_1
sepi_clade_83_contig_21.region001	region	1	sepi_clade_83_contig_21.region001.gbk_region_1	terpene	terpene	.	Unknown	contig_21, whole genome shotgun sequence	region	1	714	FAM_00038	sepi_clade_83_contig_21.region001.gbk_region_1
sepi_clade_93_contig_22.region001	region	1	sepi_clade_93_contig_22.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_22, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_93_contig_22.region001.gbk_region_1
sepi_clade_18_contig_9.region001	region	1	sepi_clade_18_contig_9.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_9, whole genome shotgun sequence	region	1	21	FAM_00003	sepi_clade_18_contig_9.region001.gbk_region_1
sepi_clade_45_contig_5.region002	region	2	sepi_clade_45_contig_5.region002.gbk_region_2	NRPS	NRPS	.	Unknown	contig_5, whole genome shotgun sequence	region	2	17	FAM_00031	sepi_clade_45_contig_5.region002.gbk_region_2
sepi_clade_54_contig_1.region001	region	1	sepi_clade_54_contig_1.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_1, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_54_contig_1.region001.gbk_region_1
sepi_clade_45_contig_28.region001	region	1	sepi_clade_45_contig_28.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_28, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_45_contig_28.region001.gbk_region_1
sepi_clade_62_contig_9.region002	region	2	sepi_clade_62_contig_9.region002.gbk_region_2	NRPS	NRPS	.	Unknown	contig_9, whole genome shotgun sequence	region	2	17	FAM_00031	sepi_clade_62_contig_9.region002.gbk_region_2
sepi_clade_5_contig_4.region001	region	1	sepi_clade_5_contig_4.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_4, whole genome shotgun sequence	region	1	1	FAM_00018	sepi_clade_5_contig_4.region001.gbk_region_1
sepi_clade_5_contig_2.region001	region	1	sepi_clade_5_contig_2.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_2, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_5_contig_2.region001.gbk_region_1
sepi_clade_13_contig_6.region002	region	2	sepi_clade_13_contig_6.region002.gbk_region_2	opine-like-metallophore	other	.	Unknown	contig_6, whole genome shotgun sequence	region	2	21	FAM_00003	sepi_clade_13_contig_6.region002.gbk_region_2
sepi_clade_66_contig_18.region001	region	1	sepi_clade_66_contig_18.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_18, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_66_contig_18.region001.gbk_region_1
saur_clade_303_contig_8.region001	region	1	saur_clade_303_contig_8.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_8, whole genome shotgun sequence	region	1	21	FAM_00005	saur_clade_303_contig_8.region001.gbk_region_1
sepi_clade_7_contig_10.region002	region	2	sepi_clade_7_contig_10.region002.gbk_region_2	NRPS	NRPS	.	Unknown	contig_10, whole genome shotgun sequence	region	2	17	FAM_00031	sepi_clade_7_contig_10.region002.gbk_region_2
sepi_clade_14_contig_7.region001	region	1	sepi_clade_14_contig_7.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_7, whole genome shotgun sequence	region	1	1	FAM_00018	sepi_clade_14_contig_7.region001.gbk_region_1
sepi_clade_26_contig_6.region001	region	1	sepi_clade_26_contig_6.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_6, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_26_contig_6.region001.gbk_region_1
scap_clade_202_contig_1.region002	region	2	scap_clade_202_contig_1.region002.gbk_region_2	NRPS	NRPS	.	Unknown	contig_1, whole genome shotgun sequence	region	2	506	FAM_00033	scap_clade_202_contig_1.region002.gbk_region_2
sepi_clade_55_contig_4.region001	region	1	sepi_clade_55_contig_4.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_4, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_55_contig_4.region001.gbk_region_1
saur_clade_303_contig_5.region001	region	1	saur_clade_303_contig_5.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_5, whole genome shotgun sequence	region	1	1	FAM_00021	saur_clade_303_contig_5.region001.gbk_region_1
sepi_clade_61_contig_21.region001	region	1	sepi_clade_61_contig_21.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_21, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_61_contig_21.region001.gbk_region_1
sepi_clade_37_contig_15.region001	region	1	sepi_clade_37_contig_15.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_15, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_37_contig_15.region001.gbk_region_1
sepi_clade_29_contig_19.region001	region	1	sepi_clade_29_contig_19.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_19, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_29_contig_19.region001.gbk_region_1
mlut_clade_702_contig_20.region001	region	1	mlut_clade_702_contig_20.region001.gbk_region_1	ectoine	other	.	Unknown	contig_20, whole genome shotgun sequence	region	1	1331	FAM_00015	mlut_clade_702_contig_20.region001.gbk_region_1
saur_clade_302_contig_3.region002	region	2	saur_clade_302_contig_3.region002.gbk_region_2	NI-siderophore	other	.	Unknown	contig_3, whole genome shotgun sequence	region	2	209	FAM_00006	saur_clade_302_contig_3.region002.gbk_region_2
slug_clade_602_contig_1.region001	region	1	slug_clade_602_contig_1.region001.gbk_region_1	NI-siderophore.NRPS.NRPS-like	NRPS.other	.	Unknown	contig_1, whole genome shotgun sequence	region	1	1487	FAM_00016	slug_clade_602_contig_1.region001.gbk_region_1
sepi_clade_11_contig_9.region002	region	2	sepi_clade_11_contig_9.region002.gbk_region_2	opine-like-metallophore	other	.	Unknown	contig_9, whole genome shotgun sequence	region	2	21	FAM_00004	sepi_clade_11_contig_9.region002.gbk_region_2
sepi_clade_16_contig_27.region001	region	1	sepi_clade_16_contig_27.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_27, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_16_contig_27.region001.gbk_region_1
sepi_clade_49_contig_12.region001	region	1	sepi_clade_49_contig_12.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_12, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_49_contig_12.region001.gbk_region_1
shom_clade_509_contig_4.region001	region	1	shom_clade_509_contig_4.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_4, whole genome shotgun sequence	region	1	1	FAM_00022	shom_clade_509_contig_4.region001.gbk_region_1
saur_clade_306_contig_21.region001	region	1	saur_clade_306_contig_21.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_21, whole genome shotgun sequence	region	1	261	FAM_00025	saur_clade_306_contig_21.region001.gbk_region_1
mlut_clade_704_contig_16.region001	region	1	mlut_clade_704_contig_16.region001.gbk_region_1	NAPAA	NRPS	.	Unknown	contig_16, whole genome shotgun sequence	region	1	1271	FAM_00035	mlut_clade_704_contig_16.region001.gbk_region_1
scap_clade_202_contig_1.region001	region	1	scap_clade_202_contig_1.region001.gbk_region_1	lanthipeptide-class-v.opine-like-metallophore	other.RiPP	.	Unknown	contig_1, whole genome shotgun sequence	region	1	21	FAM_00003	scap_clade_202_contig_1.region001.gbk_region_1
sepi_clade_19_contig_55.region001	region	1	sepi_clade_19_contig_55.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_55, whole genome shotgun sequence	region	1	282	FAM_00027	sepi_clade_19_contig_55.region001.gbk_region_1
sepi_clade_51_contig_71.region001	region	1	sepi_clade_51_contig_71.region001.gbk_region_1	CDPS	NRPS	.	Unknown	contig_71, whole genome shotgun sequence	region	1	438	FAM_00009	sepi_clade_51_contig_71.region001.gbk_region_1
sepi_clade_25_contig_5.region001	region	1	sepi_clade_25_contig_5.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_5, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_25_contig_5.region001.gbk_region_1
sepi_clade_86_contig_11.region002	region	2	sepi_clade_86_contig_11.region002.gbk_region_2	opine-like-metallophore	other	.	Unknown	contig_11, whole genome shotgun sequence	region	2	21	FAM_00003	sepi_clade_86_contig_11.region002.gbk_region_2
sepi_clade_55_contig_6.region001	region	1	sepi_clade_55_contig_6.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_6, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_55_contig_6.region001.gbk_region_1
sepi_clade_11_contig_9.region001	region	1	sepi_clade_11_contig_9.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_9, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_11_contig_9.region001.gbk_region_1
sepi_clade_15_contig_21.region001	region	1	sepi_clade_15_contig_21.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_21, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_15_contig_21.region001.gbk_region_1
sepi_clade_39_contig_5.region001	region	1	sepi_clade_39_contig_5.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_5, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_39_contig_5.region001.gbk_region_1
scap_clade_204_contig_3.region001	region	1	scap_clade_204_contig_3.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_3, whole genome shotgun sequence	region	1	9	FAM_00001	scap_clade_204_contig_3.region001.gbk_region_1
sepi_clade_69_contig_7.region001	region	1	sepi_clade_69_contig_7.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_7, whole genome shotgun sequence	region	1	1	FAM_00018	sepi_clade_69_contig_7.region001.gbk_region_1
sepi_clade_28_contig_7.region001	region	1	sepi_clade_28_contig_7.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_7, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_28_contig_7.region001.gbk_region_1
sepi_clade_42_contig_11.region001	region	1	sepi_clade_42_contig_11.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_11, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_42_contig_11.region001.gbk_region_1
saur_clade_304_contig_4.region001	region	1	saur_clade_304_contig_4.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_4, whole genome shotgun sequence	region	1	21	FAM_00005	saur_clade_304_contig_4.region001.gbk_region_1
sepi_clade_47_contig_29.region001	region	1	sepi_clade_47_contig_29.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_29, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_47_contig_29.region001.gbk_region_1
sepi_clade_51_contig_21.region001	region	1	sepi_clade_51_contig_21.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_21, whole genome shotgun sequence	region	1	21	FAM_00004	sepi_clade_51_contig_21.region001.gbk_region_1
sepi_clade_92_contig_16.region001	region	1	sepi_clade_92_contig_16.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_16, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_92_contig_16.region001.gbk_region_1
sepi_clade_57_contig_45.region001	region	1	sepi_clade_57_contig_45.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_45, whole genome shotgun sequence	region	1	282	FAM_00026	sepi_clade_57_contig_45.region001.gbk_region_1
saur_clade_301_contig_1.region001	region	1	saur_clade_301_contig_1.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_1, whole genome shotgun sequence	region	1	161	FAM_00032	saur_clade_301_contig_1.region001.gbk_region_1
sepi_clade_7_contig_14.region001	region	1	sepi_clade_7_contig_14.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_14, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_7_contig_14.region001.gbk_region_1
sepi_clade_86_contig_29.region001	region	1	sepi_clade_86_contig_29.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_29, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_86_contig_29.region001.gbk_region_1
slug_clade_601_contig_1.region002	region	2	slug_clade_601_contig_1.region002.gbk_region_2	CDPS	NRPS	.	Unknown	contig_1, whole genome shotgun sequence	region	2	1881	FAM_00017	slug_clade_601_contig_1.region002.gbk_region_2
sepi_clade_9_contig_5.region001	region	1	sepi_clade_9_contig_5.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_5, whole genome shotgun sequence	region	1	1	FAM_00018	sepi_clade_9_contig_5.region001.gbk_region_1
sepi_clade_7_contig_10.region001	region	1	sepi_clade_7_contig_10.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_10, whole genome shotgun sequence	region	1	21	FAM_00003	sepi_clade_7_contig_10.region001.gbk_region_1
sepi_clade_83_contig_7.region001	region	1	sepi_clade_83_contig_7.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_7, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_83_contig_7.region001.gbk_region_1
sepi_clade_37_contig_3.region001	region	1	sepi_clade_37_contig_3.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_3, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_37_contig_3.region001.gbk_region_1
sepi_clade_31_contig_6.region001	region	1	sepi_clade_31_contig_6.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_6, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_31_contig_6.region001.gbk_region_1
saur_clade_301_contig_12.region001	region	1	saur_clade_301_contig_12.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_12, whole genome shotgun sequence	region	1	29	FAM_00040	saur_clade_301_contig_12.region001.gbk_region_1
saur_clade_302_contig_4.region001	region	1	saur_clade_302_contig_4.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_4, whole genome shotgun sequence	region	1	21	FAM_00005	saur_clade_302_contig_4.region001.gbk_region_1
sepi_clade_3_contig_8.region001	region	1	sepi_clade_3_contig_8.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_8, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_3_contig_8.region001.gbk_region_1
sepi_clade_37_contig_46.region001	region	1	sepi_clade_37_contig_46.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_46, whole genome shotgun sequence	region	1	93	FAM_00024	sepi_clade_37_contig_46.region001.gbk_region_1
saur_clade_305_contig_19.region001	region	1	saur_clade_305_contig_19.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_19, whole genome shotgun sequence	region	1	1	FAM_00021	saur_clade_305_contig_19.region001.gbk_region_1
sepi_clade_42_contig_36.region001	region	1	sepi_clade_42_contig_36.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_36, whole genome shotgun sequence	region	1	93	FAM_00024	sepi_clade_42_contig_36.region001.gbk_region_1
sepi_clade_6_contig_15.region001	region	1	sepi_clade_6_contig_15.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_15, whole genome shotgun sequence	region	1	1	FAM_00018	sepi_clade_6_contig_15.region001.gbk_region_1
sepi_clade_70_contig_10.region002	region	2	sepi_clade_70_contig_10.region002.gbk_region_2	NRPS	NRPS	.	Unknown	contig_10, whole genome shotgun sequence	region	2	17	FAM_00031	sepi_clade_70_contig_10.region002.gbk_region_2
sepi_clade_16_contig_3.region001	region	1	sepi_clade_16_contig_3.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_3, whole genome shotgun sequence	region	1	21	FAM_00003	sepi_clade_16_contig_3.region001.gbk_region_1
sepi_clade_11_contig_25.region001	region	1	sepi_clade_11_contig_25.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_25, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_11_contig_25.region001.gbk_region_1
slug_clade_602_contig_4.region001	region	1	slug_clade_602_contig_4.region001.gbk_region_1	LAP.NRPS	NRPS.RiPP	.	Unknown	contig_4, whole genome shotgun sequence	region	1	273	FAM_00008	slug_clade_602_contig_4.region001.gbk_region_1
sepi_clade_46_contig_6.region001	region	1	sepi_clade_46_contig_6.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_6, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_46_contig_6.region001.gbk_region_1
sepi_clade_10_contig_3.region002	region	2	sepi_clade_10_contig_3.region002.gbk_region_2	opine-like-metallophore	other	.	Unknown	contig_3, whole genome shotgun sequence	region	2	21	FAM_00004	sepi_clade_10_contig_3.region002.gbk_region_2
shom_clade_504_contig_6.region001	region	1	shom_clade_504_contig_6.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_6, whole genome shotgun sequence	region	1	29	FAM_00041	shom_clade_504_contig_6.region001.gbk_region_1
sepi_clade_46_contig_20.region001	region	1	sepi_clade_46_contig_20.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_20, whole genome shotgun sequence	region	1	93	FAM_00024	sepi_clade_46_contig_20.region001.gbk_region_1
scap_clade_203_contig_1.region003	region	3	scap_clade_203_contig_1.region003.gbk_region_3	T3PKS.terpene	PKS.terpene	.	Unknown	contig_1, whole genome shotgun sequence	region	3	490	FAM_00010	scap_clade_203_contig_1.region003.gbk_region_3
sepi_clade_15_contig_8.region001	region	1	sepi_clade_15_contig_8.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_8, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_15_contig_8.region001.gbk_region_1
sepi_clade_46_contig_12.region001	region	1	sepi_clade_46_contig_12.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_12, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_46_contig_12.region001.gbk_region_1
sepi_clade_29_contig_6.region001	region	1	sepi_clade_29_contig_6.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_6, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_29_contig_6.region001.gbk_region_1
saur_clade_304_contig_6.region001	region	1	saur_clade_304_contig_6.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_6, whole genome shotgun sequence	region	1	1	FAM_00021	saur_clade_304_contig_6.region001.gbk_region_1
sepi_clade_67_contig_15.region001	region	1	sepi_clade_67_contig_15.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_15, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_67_contig_15.region001.gbk_region_1
sepi_clade_58_contig_6.region001	region	1	sepi_clade_58_contig_6.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_6, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_58_contig_6.region001.gbk_region_1
sepi_clade_22_contig_9.region002	region	2	sepi_clade_22_contig_9.region002.gbk_region_2	opine-like-metallophore	other	.	Unknown	contig_9, whole genome shotgun sequence	region	2	21	FAM_00003	sepi_clade_22_contig_9.region002.gbk_region_2
sepi_clade_28_contig_11.region001	region	1	sepi_clade_28_contig_11.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_11, whole genome shotgun sequence	region	1	21	FAM_00004	sepi_clade_28_contig_11.region001.gbk_region_1
